,store,sido,gungu,store_address,_merge
788,대구남구대명2점,대구광역시,남구,대구 남구 성당시장길,both
789,대구남구대명남산점,대구광역시,남구,대구 남구 명덕로,both
790,경북청도군청도점,경상북도,청도군,경북 청도군 청도읍 청화로,both
791,경북김천시아포점,경상북도,김천시,경북 김천시 아포읍 한지길,both
792,경북김천시김천1점,경상북도,김천시,경북 김천시 김천로,both
793,경북김천시덕곡율곡점,경상북도,김천시,경북 김천시 영남대로,both
794,경북김천시신음삼락점,경상북도,김천시,경북 김천시 시청로,both
795,경북고령군고령점,경상북도,고령군,경북 고령군 고령읍 시장길,both
796,경북예천군예천점,경상북도,예천군,경북 예천군 예천읍 중앙로,both
797,대구서구내당대신동점,대구광역시,서구,대구 서구 달서로,both
798,대구북구만평점,대구광역시,서구,대구 서구 서대구로,both
799,대구서구평리점,대구광역시,서구,대구 서구 국채보상로,both
800,경북의성군의성점,경상북도,의성군,경북 의성군 의성읍 동서1길,both
801,대구중구동성로점,대구광역시,중구,대구 중구 공평로,both
802,경북문경시문경점,경상북도,문경시,경북 문경시 점촌로,both
803,경북봉화군봉화점,경상북도,봉화군,경북 봉화군 봉화읍 내성로,both
804,경북울진군북면점,경상북도,울진군,경북 울진군 북면 울진북로,both
805,경북울진군백암점,경상북도,울진군,경북 울진군 온정면 소태로,both
806,경북울진군죽변점,경상북도,울진군,경북 울진군 죽변면 죽변북로,both
807,경북울진군후포점,경상북도,울진군,경북 울진군 후포면 삼율길,both
808,경북울진군울진점,경상북도,울진군,경북 울진군 울진읍 울진중앙로,both
809,경북포항시대이점,경상북도,포항시,경북 포항시 남구 대이로,both
810,경북포항시연일점,경상북도,포항시,경북 포항시 남구 연일읍 철강로,both
811,경북포항시용흥점,경상북도,포항시,경북 포항시 북구 새마을로,both
812,경북포항시흥해점,경상북도,포항시,경북 포항시 북구 흥해읍 흥해로,both
813,경북포항시효곡점,경상북도,포항시,경북 포항시 남구 효자동길,both
814,경북포항시달전점,경상북도,포항시,경북 포항시 북구 흥해읍 도음로,both
815,경북포항시송도점,경상북도,포항시,경북 포항시 남구 송림로,both
816,경북포항시청하점,경상북도,포항시,경북 포항시 북구 청하면 청하로,both
817,경북포항시양덕점,경상북도,포항시,경북 포항시 북구 양덕로,both
818,경북포항시우현점,경상북도,포항시,경북 포항시 북구 선착로,both
819,경북포항시두호점,경상북도,포항시,경북 포항시 북구 삼호로,both
820,경북포항시해도점(B),경상북도,포항시,경북 포항시 남구 해동로,both
821,경북포항시오천점,경상북도,포항시,경북 포항시 남구 오천읍 문덕로,both
822,경북포항시죽도점,경상북도,포항시,경북 포항시 북구 중흥로,both
823,경북포항시장성점,경상북도,포항시,경북 포항시 북구 법원로,both
824,경북포항시남부점,경상북도,포항시,경북 포항시 남구 상도로,both
825,경북경주시황성점,경상북도,경주시,경북 경주시 황성로,both
826,경북경주시동천점,경상북도,경주시,경북 경주시 동천로,both
827,경북경주시강동점,경상북도,경주시,경북 경주시 강동면 동해대로,both
828,경북경주시충효점,경상북도,경주시,경북 경주시 충효녹지길,both
829,경북경주시안강점,경상북도,경주시,경북 경주시 안강읍 구부랑길,both
830,경북경주시내남점,경상북도,경주시,경북 경주시 이조중앙길,both
831,경북경주시건천점,경상북도,경주시,경북 경주시 건천읍 대곡용명길,both
832,경북경주시성건점,경상북도,경주시,경북 경주시 금성로,both
833,경북경주시금장점,경상북도,경주시,경북 경주시 현곡면 안현로,both
834,경북경주시외동점,경상북도,경주시,경북 경주시 입실로,both
835,울산울주군남창점,울산광역시,울주군,울산 울주군 온양읍 연안길,both
836,울산울주군구영점,울산광역시,울주군,울산 울주군 범서읍 대리길,both
837,울산울주군언양점(B),울산광역시,울주군,울산 울주군 언양읍 동부길,both
838,경북영천시야사점,경상북도,영천시,경북 영천시 망정로,both
839,울산북구호계점,울산광역시,북구,울산 북구 동대길,both
840,울산북구화봉점(B),울산광역시,북구,울산 북구 두부곡14길,both
841,울산북구양정점,울산광역시,북구,울산 북구 염포로,both
842,울산북구강동점,울산광역시,북구,울산 북구 산하중앙2로,both
843,울산북구아진점,울산광역시,북구,울산 북구 아진로,both
844,울산중구우정점,울산광역시,중구,울산 중구 유곡로,both
845,울산중구병영점,울산광역시,중구,울산 중구 동천4길,both
846,울산중구우정혁신점,울산광역시,중구,울산 중구 종가길,both
847,울산중구약사점,울산광역시,중구,울산 중구 구교길,both
848,울산중구반구점,울산광역시,중구,울산 중구 염포로,both
849,울산중구다운점,울산광역시,중구,울산 중구 다운로,both
850,울산동구전하점,울산광역시,동구,울산 동구 진성길,both
851,울산동구남목점,울산광역시,동구,울산 동구 미포길,both
852,울산동구화정점(B),울산광역시,동구,울산 동구 월봉길,both
853,울산동구방어점,울산광역시,동구,울산 동구 화잠길,both
854,울산남구신정점,울산광역시,남구,울산 남구 월평로,both
855,울산남구옥동점,울산광역시,남구,울산 남구 문수로,both
856,울산남구야음점,울산광역시,남구,울산 남구 수암로,both
857,울산남구무거2호점,울산광역시,남구,울산 남구 삼호로,both
858,울산남구삼산점,울산광역시,남구,울산 남구 왕생로86번길,both
859,울산남구야음2점,울산광역시,남구,울산 남구 신선로,both
860,울산남구울산대점,울산광역시,남구,울산 남구 대학로,both
861,울산남구달동점,울산광역시,남구,울산 남구 신정로,both
862,경북영덕군영해점,경상북도,영덕군,경북 영덕군 영해면 예주시장길,both
863,경북영덕군영덕점,경상북도,영덕군,경북 영덕군 영덕읍 군청길,both
864,부산부산진구양정점,부산광역시,부산진구,부산 부산진구 범양로,both
865,부산부산진구당감부암1점,부산광역시,부산진구,부산 부산진구 백양순환로,both
866,부산부산진구신개금점,부산광역시,부산진구,부산 부산진구 개금본동로,both
867,부산부산진구초읍연지점,부산광역시,부산진구,부산 부산진구 성지로,both
868,부산부산진구전포점,부산광역시,부산진구,부산 부산진구 동성로,both
869,부산부산진구가야당감점,부산광역시,부산진구,부산 부산진구 가야대로,both
870,부산부산진구가야개금1점,부산광역시,부산진구,부산 부산진구 냉정로,both
871,부산부산진구범천점,부산광역시,부산진구,부산 부산진구 신암로,both
872,부산북구금곡점,부산광역시,북구,부산 북구 효열로,both
873,부산북구화명2점,부산광역시,북구,부산 북구 학사로,both
874,부산북구덕천점,부산광역시,북구,부산 북구 덕천길,both
875,부산북구구포1점,부산광역시,북구,부산 북구 시랑로,both
876,부산북구만덕점,부산광역시,북구,부산 북구 덕천로,both
877,부산기장군기장점,부산광역시,기장군,부산 기장군 기장읍 차성로,both
878,부산기장군정관점,부산광역시,기장군,부산 기장군 정관면 구연로,both
879,부산금정구서동점,부산광역시,금정구,부산 금정구 서동로,both
880,부산금정구남산점,부산광역시,금정구,부산 금정구 중앙대로,both
881,부산금정구구서1점,부산광역시,금정구,부산 금정구 금강로,both
882,부산금정구부산대점,부산광역시,금정구,부산 금정구 금강로,both
883,부산금정구부곡1점,부산광역시,금정구,부산 금정구 중앙대로,both
884,부산금정구부곡행복점,부산광역시,금정구,부산 금정구 부곡로,both
885,부산동래구사직1점,부산광역시,동래구,부산 동래구 사직북로,both
886,부산동래구명장점,부산광역시,동래구,부산 동래구 명안로,both
887,부산동래구온천3동점,부산광역시,동래구,부산 동래구 충렬대로,both
888,부산동래구온천점,부산광역시,동래구,부산 동래구 차밭골로,both
889,부산동래구안락1점,부산광역시,동래구,부산 동래구 연안로,both
890,부산동래구수민점,부산광역시,동래구,부산 동래구 명륜로,both
891,부산사하구다대1점,부산광역시,사하구,부산 사하구 윤공단로,both
892,부산사하구하단점(B),부산광역시,사하구,부산 사하구 낙동대로,both
893,부산사하구구평감천점,부산광역시,사하구,부산 사하구 서포로30번길,both
894,부산사하구다대2점,부산광역시,사하구,부산 사하구 다대로,both
895,부산사하구괴정행복점,부산광역시,사하구,부산 사하구 사리로,both
896,부산사하구신평점,부산광역시,사하구,부산 사하구 다대로142번길,both
897,부산사하구당리점,부산광역시,사하구,부산 사하구 제석로,both
898,부산사하구괴정1점,부산광역시,사하구,부산 사하구 장평로,both
899,부산남구용호점,부산광역시,남구,부산 남구 용호로,both
900,부산남구문현점,부산광역시,남구,부산 남구 고동골로,both
901,부산남구대연못골점,부산광역시,남구,부산 남구 진남로,both
902,부산남구대연점,부산광역시,남구,부산 남구 유엔로,both
903,부산남구감만점,부산광역시,남구,부산 남구 석포로,both
904,부산남구용호행복점,부산광역시,남구,부산 남구 동명로,both
905,부산사상구학장엄궁점,부산광역시,사상구,부산 사상구 학감대로,both
906,부산사상구괘법점,부산광역시,사상구,부산 사상구 낙동대로,both
907,부산사상구주례점,부산광역시,사상구,부산 사상구 주례로,both
908,부산사상구신주례점,부산광역시,사상구,부산 사상구 양지로,both
909,부산사상구모덕점,부산광역시,사상구,부산 사상구 사상로,both
910,부산사상구모라1점,부산광역시,사상구,부산 사상구 백양대로,both
911,부산서구부민충무점,부산광역시,서구,부산 서구 구덕로,both
912,부산서구대신점,부산광역시,서구,부산 서구 망양로,both
913,부산해운대구반송1점,부산광역시,해운대구,부산 해운대구 윗반송로,both
914,부산해운대구반여2점,부산광역시,해운대구,부산 해운대구 선수촌로,both
915,부산해운대구송정점,부산광역시,해운대구,부산 해운대구 송정해변로,both
916,부산해운대구우1점,부산광역시,해운대구,부산 해운대구 해운대해변로,both
917,부산해운대구해운대신도시1호점,부산광역시,해운대구,부산 해운대구 달맞이길,both
918,부산해운대구해운대행복점,부산광역시,해운대구,부산 해운대구 좌동순환로,both
919,부산해운대구재송반여점,부산광역시,해운대구,부산 해운대구 재송2로,both
920,부산해운대구해운대중동점,부산광역시,해운대구,부산 해운대구 좌동순환로,both
921,부산해운대구센텀점,부산광역시,해운대구,부산 해운대구 재반로,both
922,부산해운대구벡스코점,부산광역시,해운대구,부산 해운대구 해운대로,both
923,부산수영구남천점,부산광역시,수영구,부산 수영구 수영로,both
924,부산수영구광안1점,부산광역시,수영구,부산 수영구 광안로,both
925,부산수영구망미점,부산광역시,수영구,부산 수영구 연수로,both
926,부산연제구시청점,부산광역시,연제구,부산 연제구 중앙대로,both
927,부산연제구연산토곡점,부산광역시,연제구,부산 연제구 과정로,both
928,부산연제구연산로타리점,부산광역시,연제구,부산 연제구 거제천로,both
929,부산연제구거제점,부산광역시,연제구,부산 연제구 월드컵대로,both
930,부산영도구청학점,부산광역시,영도구,부산 영도구 태종로,both
931,부산영도구남항점,부산광역시,영도구,부산 영도구 남항로,both
932,부산영도구동삼점,부산광역시,영도구,부산 영도구 동삼로,both
933,부산중구중부산점,부산광역시,중구,부산 중구 대청로,both
934,부산동구초량점,부산광역시,동구,부산 동구 초량북로,both
935,부산동구범일점,부산광역시,동구,부산 동구 자성로,both
936,부산강서구강서구청점,부산광역시,강서구,부산 강서구 대저로,both
937,부산강서구명지국제신도시점,부산광역시,강서구,부산 강서구 명지국제8로 234,both
938,부산강서구명지오션시티점,부산광역시,강서구,부산 강서구 명지오션시티로,both
939,경남통영시북신점,경상남도,통영시,경남 통영시 북신동 해미당길,both
940,경남통영시죽림점,경상남도,통영시,경남 통영시 광도면 죽림해안로,both
941,경남통영시봉평미수점,경상남도,통영시,경남 통영시 서송정1길,both
942,경남진주시신안점,경상남도,진주시,경남 진주시 진양호로,both
943,경남진주시중앙상봉점,경상남도,진주시,경남 진주시 진주성로,both
944,경남진주시상대점,경상남도,진주시,경남 진주시 돗골로,both
945,경남진주시금산점,경상남도,진주시,경남 진주시 금산면 금산로,both
946,경남진주시판문점,경상남도,진주시,경남 진주시 진양호로,both
947,경남진주시도동점,경상남도,진주시,경남 진주시 대신로,both
948,경남진주시가호점,경상남도,진주시,경남 진주시 개양로,both
949,경남진주시망경점,경상남도,진주시,경남 진주시 진주대로,both
950,경남진주시문산혁신점,경상남도,진주시,경남 진주시 문산읍 소문길,both
951,경남거제시장승포점,경상남도,거제시,경남 거제시 장승포로,both
952,경남거제시중곡점,경상남도,거제시,경남 거제시 중곡로,both
953,경남거제시옥포점,경상남도,거제시,경남 거제시 옥포대첩로,both
954,경남거제시상동점,경상남도,거제시,경남 거제시 거제중앙로,both
955,경남거제시아주점,경상남도,거제시,경남 거제시 용소길,both
956,경남거제시거제면점,경상남도,거제시,경남 거제시 읍내로,both
957,경남거제시장평점,경상남도,거제시,경남 거제시 장평로,both
958,경남거제시지세포점,경상남도,거제시,경남 거제시 일운면 거제대로,both
959,경남창원시월영점,경상남도,창원시,경남 창원시 마산합포구 월영북로,both
960,경남창원시상남점,경상남도,창원시,경남 창원시 성산구 토월로,both
961,경남창원시내서삼계점,경상남도,창원시,경남 창원시 마산회원구 내서읍 삼계숲길,both
962,경남창원시반송1호점,경상남도,창원시,경남 창원시 의창구 용지로153번길,both
963,경남마산시해운점,경상남도,창원시,경남 창원시 마산합포구 월영동길,both
964,경남창원시도계점,경상남도,창원시,경남 창원시 의창구 원이대로,both
965,경남창원시봉곡점,경상남도,창원시,경남 창원시 의창구 봉곡로,both
966,경남창원시진동점,경상남도,창원시,경남 창원시 마산합포구 진동면 삼진의거대로,both
967,경남창원시창동점,경상남도,창원시,경남 창원시 마산합포구 남성로,both
968,경남창원시중앙여좌점,경상남도,창원시,경남 창원시 진해구 편백로,both
969,경남창원시회원점,경상남도,창원시,경남 창원시 마산회원구 북성로,both
970,경남창원시소답점,경상남도,창원시,경남 창원시 의창구 읍성로,both
971,경남창원시감계점,경상남도,창원시,경남 창원시 의창구 북면 감계로,both
972,경남창원시북면온천점,경상남도,창원시,경남 창원시 의창구 북면 천주로,both
973,경남창원시명곡점,경상남도,창원시,경남 창원시 의창구 명지로,both
974,경남창원시석전점,경상남도,창원시,경남 창원시 마산회원구 석전남8길,both
975,경남창원시가음점,경상남도,창원시,경남 창원시 성산구 가양로,both
976,경남창원시풍호점,경상남도,창원시,경남 창원시 진해구 풍호로,both
977,경남창원시동읍점,경상남도,창원시,경남 창원시 의창구 동읍 의창대로,both
978,경남창원시용원점,경상남도,창원시,경남 창원시 진해구 안골로,both
979,경남창원시양덕1호점,경상남도,창원시,경남 창원시 마산회원구 양덕북길,both
980,경남진해시석동점,경상남도,창원시,경남 창원시 진해구 진해대로,both
981,경남창원시팔용점,경상남도,창원시,경남 창원시 의창구 남산로,both
982,경남창원시대방점,경상남도,창원시,경남 창원시 성산구 대암로,both
983,경남창원시반지점,경상남도,창원시,경남 창원시 성산구 반송로,both
984,경남창원시사파점,경상남도,창원시,경남 창원시 성산구 동산로,both
985,경남마산시호계점,경상남도,창원시,경남 창원시 마산회원구 내서읍 호원로,both
986,경남창원시NC다이노스점,경상남도,창원시,경남 창원시 마산회원구 삼호로,both
987,경남양산시북정점,경상남도,양산시,경남 양산시 북정중앙로,both
988,경남양산시덕계1호점,경상남도,양산시,경남 양산시 평산남4길,both
989,경남양산시범어점,경상남도,양산시,경남 양산시 물금읍 화합길,both
990,경남양산시서창점,경상남도,양산시,경남 양산시 삼호동부길,both
991,경남양산시석산점,경상남도,양산시,경남 양산시 동면 금오길,both
992,경남양산시어곡점,경상남도,양산시,경남 양산시 어실로,both
993,경남양산시남부점,경상남도,양산시,경남 양산시 중앙로,both
994,경남양산시증산1호점,경상남도,양산시,경남 양산시 물금읍 백호길,both
995,경남산청군덕산점,경상남도,산청군,경남 산청군 시천면 남명로,both
996,경남사천시삼천포점,경상남도,사천시,경남 사천시 벌리로,both
997,경남사천시사천점(B),경상남도,사천시,경남 사천시 사천읍 읍내로,both
998,경남김해시한림점,경상남도,김해시,경남 김해시 한림면 한림로,both
999,경남김해시삼계점,경상남도,김해시,경남 김해시 가야로,both
1000,경남김해시삼방점,경상남도,김해시,경남 김해시 삼안로,both
1001,경남김해시외동점,경상남도,김해시,경남 김해시 함박로,both
1002,경남김해시진례점,경상남도,김해시,경남 김해시 진례면 송현로,both
1003,경남김해시율하1점,경상남도,김해시,경남 김해시 율하로,both
1004,경남김해시진영점,경상남도,김해시,경남 김해시 진영읍 장등로,both
1005,경남김해시동상점,경상남도,김해시,경남 김해시 호계로,both
1006,경남김해시장유1호점,경상남도,김해시,경남 김해시 능동로,both
1007,경남김해시팔판점,경상남도,김해시,경남 김해시 팔판로,both
1008,경남함양군함양점,경상남도,함양군,경남 함양군 함양읍 용평길,both
1009,경남함양군서하점,경상남도,함양군,경남 함양군 서하면 함양남서로,both
1010,경남고성군고성점,경상남도,고성군,경남 고성군 고성읍 성내로,both
1011,경남함안군함안점,경상남도,함안군,경남 함안군 가야읍 함안대로,both
1012,경남함안군군북점,경상남도,함안군,경남 함안군 군북면 중암길,both
1013,경남하동군하동점,경상남도,하동군,경남 하동군 하동읍 중앙로,both
1014,경남밀양시내일점,경상남도,밀양시,경남 밀양시 약산로,both
1015,경남밀양시삼문점,경상남도,밀양시,경남 밀양시 미리벌중앙로 85,both
1016,경남의령군의령점,경상남도,의령군,경남 의령군 의령읍 의병로,both
1017,경남창녕군남지점,경상남도,창녕군,경남 창녕군 난지읍 남지중앙2길,both
1018,경남창녕군창녕점,경상남도,창녕군,경남 창녕군 창녕읍 창녕대로,both
1019,경남합천군합천점,경상남도,합천군,경남 합천군 합천읍 충효로,both
1020,경남남해군남해점,경상남도,남해군,경남 남해군 남해읍 화전로,both
1021,경남남해군상주점,경상남도,남해군,경남 남해군 상주면 남해대로,both
1022,경남거창군거창1점,경상남도,거창군,경남 거창군 거창읍 아림로,both
1023,전북전주시서신점,전라북도,전주시,전북 전주시 완산구 서신로,both
1024,전북전주시송천점,전라북도,전주시,전북 전주시 덕진구 천마산로,both
1025,전북전주시중화산점,전라북도,전주시,전북 전주시 완산구 메너머길,both
1026,전북전주시호성점,전라북도,전주시,전북 전주시 덕진구 소리로,both
1027,전북전주시평화1점,전라북도,전주시,전북 전주시 완산구 평화길,both
1028,전북전주시진북인후점,전라북도,전주시,전북 전주시 덕진구 팔달로,both
1029,전북전주시효자점,전라북도,전주시,전북 전주시 완산구 강변로,both
1030,전북전주시서곡점,전라북도,전주시,전북 전주시 완산구 서곡1길,both
1031,전북전주시삼천점,전라북도,전주시,전북 전주시 완산구 거마남로,both
1032,전북전주시아중점,전라북도,전주시,전북 전주시 덕진구 동가재미길,both
1033,전북전주시덕진전북대점,전라북도,전주시,전북 전주시 덕진구 명륜길,both
1034,전북전주시동산점,전라북도,전주시,전북 전주시 덕진구 쪽구름길,both
1035,전북전주시전주대점,전라북도,전주시,전북 전주시 효자로,both
1036,전북전주시서학중앙점(B),전라북도,전주시,전북 전주시 완산구 서학길,both
1037,전북익산시부송점,전라북도,익산시,전북 익산시 부송로,both
1038,전북익산시신동남중점,전라북도,익산시,전북 익산시 익산대로,both
1039,전북익산시영등점,전라북도,익산시,전북 익산시 고봉로,both
1040,전북익산시동산점,전라북도,익산시,전북 익산시 서동로,both
1041,전북익산시함열점,전라북도,익산시,전북 익산시 함열읍 함열중앙로,both
1042,전북익산시모현점,전라북도,익산시,전북 익산시 고현로길,both
1043,전북김제시김제점,전라북도,김제시,전북 김제시 동서로,both
1044,전북정읍시시기점,전라북도,정읍시,전북 정읍시 천변로,both
1045,전북정읍시수성점,전라북도,정읍시,전북 정읍시 수성로,both
1046,전북남원시남원점,전라북도,남원시,전라북도 남원시 동문로,both
1047,전북고창군고창점,전라북도,고창군,전북 고창군 고창읍 성산길,both
1048,전북군산시옥서점,전라북도,군산시,전북 군산시 옥서면 옥구저수지로,both
1049,전북군산시소룡산북점,전라북도,군산시,전북 군산시 동아로,both
1050,전북군산시나운2점,전라북도,군산시,전북 군산시 나운안길,both
1051,전북군산시수송점,전라북도,군산시,전북 군산시 동수송3길,both
1052,전북군산시나운1점,전라북도,군산시,전북 군산시 신설길,both
1053,전북군산시중앙점,전라북도,군산시,전북 군산시 중앙로,both
1054,전북군산시오식도점,전라북도,군산시,전북 군산시 가도로,both
1055,전북군산시군산대점,전라북도,군산시,전북 군산시 미제길,both
1056,전북군산시조촌점,전라북도,군산시,전북 군산시 진포로,both
1057,전북무주군무주스키점,전라북도,무주군,전북 무주군 설천면 구천동로,both
1058,전북무주군무주점,전라북도,무주군,전북 무주군 무주읍 단천로,both
1059,전남광양시중동점,전라남도,광양시,전남 광양시 광장로,both
1060,전남광양시광영점,전라남도,광양시,전남 광양시 금영로,both
1061,전남광양시마동점,전라남도,광양시,전남 광양시 사동로,both
1062,전남광양시광양점,전라남도,광양시,전남 광양시 광양읍 인서길,both
1063,전남여수시안산점,전라남도,여수시,전남 여수시 도원로,both
1064,전남여수시서교점,전라남도,여수시,전남 여수시 서교길,both
1065,전남여수시국동점,전라남도,여수시,전남 여수시 구봉산길,both
1066,전남여수시여서점,전라남도,여수시,전남 여수시 대치길,both
1067,전남여수시둔덕점,전라남도,여수시,전남 여수시 쌍봉로,both
1068,전남여수시무선지구점,전라남도,여수시,전남 여수시 무선길,both
1069,전남여수시신기점,전라남도,여수시,전남 여수시 새터로,both
1070,전남순천시삼산점,전라남도,순천시,전남 순천시 중앙로,both
1071,전남순천시중앙점,전라남도,순천시,전남 순천시 장명로,both
1072,전남순천시왕지점,전라남도,순천시,전남 순천시 연동남길,both
1073,전남순천시조례점,전라남도,순천시,전남 순천시 비봉길,both
1074,전남순천시금당지구점,전라남도,순천시,전남 순천시 해룡면 조례못등길,both
1075,전남순천시연향점,전라남도,순천시,전남 순천시 연향상가3길,both
1076,전남순천시남제점,전라남도,순천시,전남 순천시 우석로,both
1077,전남순천시신대점,전라남도,순천시,전남 해룡면 좌야로,both
1078,전남구례군구례지리산온천점,전라남도,구례군,전남 구례군 산동면 하관길,both
1079,전북완주군혁신점,전라북도,완주군,전북 완주군 이서면 안전로,both
1080,전북완주군삼례우석대점,전라북도,완주군,전북 완주군 삼례읍 동학로,both
1081,전북완주군봉동3공단점,전라북도,완주군,전북 완주군 봉동읍 원둔산길,both
1082,전북부안읍부안점,전라북도,부안군,전북 부안군 부안읍 수정길,both
1083,전남영광군영광점,전라남도,영광군,전남 영광군 영광읍 신남로,both
1084,광주광산구운남점,광주광역시,광산구,광주 광산구 월곡중앙로,both
1085,광주광산구첨단1호점,광주광역시,광산구,광주 광산구 산월로,both
1086,광주광산구송정1점,광주광역시,광산구,광주 광산구 남동길,both
1087,광주광산구우산소촌점,광주광역시,광산구,광주 광산구 우산로,both
1088,광주광산구수완1점,광주광역시,광산구,광주 광산구 장덕로,both
1089,광주광산구산정점,광주광역시,광산구,광주 광산구 하남대로,both
1090,광주광산구선운점,광주광역시,광산구,광주 광산구 선운중앙로,both
1091,광주광산구신가점,광주광역시,광산구,광주 광산구 신창로,both
1092,광주북구동림점,광주광역시,북구,광주 북구 동림용산로,both
1093,광주북구일곡점,광주광역시,북구,광주 북구 송해로,both
1094,광주북구용봉점,광주광역시,북구,광주 북구 설죽로,both
1095,광주북구양산점,광주광역시,북구,광주 북구 양산택지로,both
1096,광주북구두암1점,광주광역시,북구,광주 북구 삼정로,both
1097,광주북구중흥점,광주광역시,북구,광주 북구 용봉로,both
1098,광주북구문흥점,광주광역시,북구,광주 북구 면앙로,both
1099,광주북구첨단2지구점,광주광역시,북구,광주 북구 임방울대로,both
1100,전남목포시하당1점,전라남도,목포시,전남 목포시 백년대로,both
1101,전남목포시용해점,전라남도,목포시,전남 목포시 용당로,both
1102,전남목포시연산점,전라남도,목포시,전남 목포시 원산로,both
1103,전남목포시하당2점,전라남도,목포시,전남 목포시 삼향천로,both
1104,전남목포시석현점(B),전라남도,목포시,전남 목포시 텃골로,both
1105,전남목포시삼학점,전라남도,목포시,전남 목포시 산정로,both
1106,광주서구금호점,광주광역시,서구,광주 서구 금화로,both
1107,광주서구풍암점,광주광역시,서구,광주 서구 풍암신암로,both
1108,광주서구상무점,광주광역시,서구,광주 서구 상무평화로,both
1109,광주서구화정1점,광주광역시,서구,광주 서구 염화로,both
1110,광주서구쌍촌1점,광주광역시,서구,광주 서구 상일로,both
1111,광주서구동천점,광주광역시,서구,광주 서구 동천로,both
1112,전남보성군보성점,전라남도,보성군,전남 보성군 보성읍 중앙로,both
1113,전남보성군벌교점,전라남도,보성군,전남 보성군 벌교읍 채동선로,both
1114,전남화순군화순점,전라남도,화순군,전남 화순군 화순읍 만연로,both
1115,광주남구진월점,광주광역시,남구,광주 남구 서문대로,both
1116,광주남구방림양림점,광주광역시,남구,광주 남구 방림로,both
1117,광주남구주월점,광주광역시,남구,광주 남구 회서로,both
1118,광주남구월산까치점,광주광역시,남구,광주 남구 독립로,both
1119,광주남구효천점,광주광역시,남구,광주 남구 효우로,both
1120,광주남구봉선1점,광주광역시,남구,광주 남구 봉선로,both
1121,전남고흥군고흥점,전라남도,고흥군,전남 고흥군 고흥읍 봉황길,both
1122,전남고흥군녹동점,전라남도,고흥군,전남 고흥군 도양읍 비봉로,both
1123,전남해남군해남점,전라남도,해남군,전남 해남군 해남읍 중앙로,both
1124,전남해남군우수영점,전라남도,해남군,전남 해남군 문내면 동영길,both
1125,광주동구학동점,광주광역시,동구,광주 동구 천변우로,both
1126,광주동구산수점,광주광역시,동구,광주 동구 산수길 33,both
1127,전남완도군완도점,전라남도,완도군,전남 완도군 완도읍 개포로,both
1128,전남장흥군장흥점,전라남도,장흥군,전남 장흥군 장흥읍 북부로,both
1129,전남함평군함평점,전라남도,함평군,전남 함평군 함평읍 중앙길,both
1130,전남진도군진도점,전라남도,진도군,전남 진도군 진도읍 남문길,both
1131,전남나주시영산포점,전라남도,나주시,전남 나주시 남교길,both
1132,전남나주시나주혁신도시점,전라남도,나주시,전남 나주시 빛가람로,both
1133,전남나주시나주점,전라남도,나주시,전남 나주시 나주로,both
1134,전남무안군무안점,전라남도,무안군,전남 무안군 무안읍 하마로,both
1135,전남무안군남악점,전라남도,무안군,전남 무안군 삼향읍 남악로,both
1136,전남담양군담양점,전라남도,담양군,전남 담양군 담양읍 죽향대로,both
1137,전남영암군삼호점,전라남도,영암군,전남 영암군 삼호읍 대불주거로,both
1138,제주제주시노형점,제주특별자치도,제주시,제주 제주시 원노형로,both
1139,제주제주시외도점,제주특별자치도,제주시,제주 제주시 우령2길,both
1140,제주제주시화북삼양점,제주특별자치도,제주시,제주 제주시 진남로,both
1141,제주제주시도남점,제주특별자치도,제주시,제주 제주시 독짓골길,both
1142,제주제주시일도점,제주특별자치도,제주시,제주 제주시 청귤로,both
1143,제주제주시연동점,제주특별자치도,제주시,제주 제주시 연동길,both
1144,제주제주시한림점,제주특별자치도,제주시,제주 제주시 한림읍 한림로,both
1145,제주제주시아라점,제주특별자치도,제주시,제주 제주시 중앙로,both
1146,제주제주시조천함덕점,제주특별자치도,제주시,제주 제주시 조천읍 함덕길,both
1147,제주제주시용담점,제주특별자치도,제주시,제주 제주시 용문로,both
1148,제주서귀포시중문점,제주특별자치도,서귀포시,제주 서귀포시 천제연로,both
1149,제주서귀포시서귀포1점,제주특별자치도,서귀포시,제주 서귀포시 일주동로,both
1150,제주서귀포시성산점,제주특별자치도,서귀포시,제주 서귀포시 성산읍 고성동서로,both
1151,제주서귀포시서귀포2호점,제주특별자치도,서귀포시,제주 서귀포시 장수로,both
1152,제주서귀포시강정해군기지점,제주특별자치도,서귀포시,제주 서귀포시 강정동,both
1153,제주서귀포시신시가지점,제주특별자치도,서귀포시,제주 서귀포시 신북로,both
1154,제주서귀포시대정점,제주특별자치도,서귀포시,제주 서귀포시 대정읍 하모항구로6번길,both
1155,제주서귀포시표선점,제주특별자치도,서귀포시,제주 서귀포시 표선면 표선동서로,both
1156,제주서귀포시화순안덕점,제주특별자치도,서귀포시,제주 서귀포시 안덕면 일주서로,both
1157,,강원도,고성군,,right_only
1158,,충청남도,청양군,,right_only
1159,,전라북도,진안군,,right_only
1160,,전라북도,장수군,,right_only
1161,,전라북도,임실군,,right_only
1162,,전라북도,순창군,,right_only
1163,,전라남도,곡성군,,right_only
1164,,전라남도,강진군,,right_only
1165,,전라남도,장성군,,right_only
1166,,전라남도,신안군,,right_only
1167,,경상북도,소계,,right_only
